Year,CountryRaw_x,FAO_Value,Country,FAO_Global,FAOSharePct,CountryRaw_y,TradeValueUSD,TradeGlobalUSD,TradeSharePct
2020,,0.0,Cayman Isds,,0.0,Cayman Isds,298452.463,5046552215.945,0.0059139874161415525
2020,Central African Republic,49028.18,Central African Republic,94014752.08,0.05214945411788188,Central African Rep.,18512.017,5046552215.945,0.00036682503633886414
2020,Chad,198025.4,Chad,94014752.08,0.21063226314897282,,0.0,,0.0
2020,Chile,40829.48,Chile,94014752.08,0.04342880143454185,Chile,94116354.44500001,5046552215.945,1.8649634526247758
2020,"China, mainland",4790615.27,China,94014752.08,5.0955995351915835,China,383472311.0,5046552215.945,7.5986989649762755
2020,"China, Taiwan Province of",12784.16,"China, Taiwan Province of",94014752.08,0.013598036177473054,,0.0,,0.0
2020,Colombia,157431.43,Colombia,94014752.08,0.16745396495439016,Colombia,23958136.400000002,5046552215.945,0.4747426634029919
2020,Comoros,12521.89,Comoros,94014752.08,0.013319069319402922,Comoros,117737.24,5046552215.945,0.002333023318930486
2020,Congo,11499.41,Congo,94014752.08,0.012231495319175872,Congo,82462.2,5046552215.945,0.001634030452304721
2020,Costa Rica,5308.0,Costa Rica,94014752.08,0.005645922456385634,Costa Rica,7260137.3100000005,5046552215.945,0.14386331497890767
2020,Côte d'Ivoire,54323.13,Cote d'Ivoire,94014752.08,0.05778149577395556,Côte d'Ivoire,251905.77,5046552215.945,0.0049916410099569136
2020,Croatia,3460.0,Croatia,94014752.08,0.0036802734926703645,Croatia,12114612.0,5046552215.945,0.2400572010673521
2020,Cuba,64946.4,Cuba,94014752.08,0.06908107351571288,Cuba,2509374.84,5046552215.945,0.049724539301732026
2020,,0.0,Curaçao,,0.0,Curaçao,881675.634,5046552215.945,0.017470851311401726
2020,Cyprus,470.0,Cyprus,94014752.08,0.0004999215438020437,Cyprus,15891669.919,5046552215.945,0.31490152561562634
2020,Czechia,91870.0,Czechia,94014752.08,0.09771870687041224,Czechia,50780704.0,5046552215.945,1.006245488544717
2020,Democratic Republic of the Congo,370721.92,Democratic Republic of the Congo,94014752.08,0.3943231373779952,Dem. Rep. of the Congo,1142963.647,5046552215.945,0.022648406240377575
2020,Denmark,110400.0,Denmark,94014752.08,0.11742837965052261,Denmark,44801542.213,5046552215.945,0.887765355353816
2020,Djibouti,16000.0,Djibouti,94014752.08,0.01701860574645255,,0.0,,0.0
2020,Dominica,201.07,Dominica,94014752.08,0.00021387069108995093,Dominica,53504.021,5046552215.945,0.001060209400607203
2020,Dominican Republic,72189.81,Dominican Republic,94014752.08,0.07678561970633237,Dominican Rep.,8602504.67,5046552215.945,0.1704630072551251
2020,Ecuador,17997.74,Ecuador,94014752.08,0.019143527586697438,Ecuador,5313852.384,5046552215.945,0.10529668884056016
2020,Egypt,275369.3,Egypt,94014752.08,0.2929000969610385,Egypt,9318762.496,5046552215.945,0.18465602053133617
2020,El Salvador,85559.95,El Salvador,94014752.08,0.09100694104601206,El Salvador,2043660.05,5046552215.945,0.04049616376786684
2020,Eritrea,36189.42,Eritrea,94014752.08,0.03849334194829906,,0.0,,0.0
2020,Estonia,120470.0,Estonia,94014752.08,0.1281394646421962,Estonia,3026376.52,5046552215.945,0.059969190657294946
2020,Eswatini,2735.83,Eswatini,94014752.08,0.0029100007599573304,Eswatini,3443553.49,5046552215.945,0.06823576459032382
2020,Ethiopia,3665523.64,Ethiopia,94014752.08,3.898881355216355,Ethiopia,2591099.15,5046552215.945,0.051343948088225615
2020,Fiji,2716.0,Fiji,94014752.08,0.0028889083254603205,Fiji,186601.835,5046552215.945,0.0036976103092803843
2020,Finland,77760.0,Finland,94014752.08,0.0827104239277594,Finland,12176479.829,5046552215.945,0.24128314357924216
2020,France,927480.0,France,94014752.08,0.9865260286074883,France,154087303.755,5046552215.945,3.0533183282667404
2020,,0.0,French Polynesia,,0.0,French Polynesia,34893.033,5046552215.945,0.0006914232035438487
2020,Gabon,426.68,Gabon,94014752.08,0.00045384366874352345,Gabon,20697.33,5046552215.945,0.00041012812538836067
2020,Gambia,3328.0,Gambia,94014752.08,0.0035398699952621307,Gambia,64074.258,5046552215.945,0.0012696640252240347
2020,Georgia,5280.54,Georgia,94014752.08,0.005616714274273285,Georgia,561112.77,5046552215.945,0.01111873504899281
2020,Germany,697400.0,Germany,94014752.08,0.7417984779735006,Germany,170750784.56300002,5046552215.945,3.383513679369031
2020,Ghana,452247.41,Ghana,94014752.08,0.4810387731652677,,0.0,,0.0
2020,Greece,182270.0,Greece,94014752.08,0.19387382933786917,Greece,48830311.313,5046552215.945,0.9675974650319993
2020,Grenada,594.37,Grenada,94014752.08,0.0006322092935949378,Grenada,87008.155,5046552215.945,0.001724110863751504
2020,Guatemala,185023.44,Guatemala,94014752.08,0.1968025612007762,Guatemala,10322363.0,5046552215.945,0.2045428751809134
2020,Guinea,57995.2,Guinea,94014752.08,0.06168734024916656,,0.0,,0.0
2020,Guinea-Bissau,3803.26,Guinea-Bissau,94014752.08,0.0040453864057033205,,0.0,,0.0
2020,Guyana,1472.05,Guyana,94014752.08,0.0015657649118165924,Guyana,316435.841,5046552215.945,0.006270337201707629
2020,Haiti,133192.93,Haiti,94014752.08,0.14167237274280328,,0.0,,0.0
2020,Honduras,127733.1,Honduras,94014752.08,0.1358649543545124,Honduras,6416505.7299999995,5046552215.945,0.12714632595550124
2020,,0.0,Hong Kong,,0.0,"China, Hong Kong SAR",11978534.366,5046552215.945,0.23736075350915484
2020,Hungary,27250.0,Hungary,94014752.08,0.028984812911927,Hungary,32776377.0,5046552215.945,0.6494805878841464
2020,,0.0,Iceland,,0.0,Iceland,575155.27,5046552215.945,0.011396994331748898
2020,India,24582754.04,India,94014752.08,26.147762448048354,India,63884197.093,5046552215.945,1.265897871642992
2020,Indonesia,223486.91,Indonesia,94014752.08,0.23771472567393276,Indonesia,38019846.259,5046552215.945,0.753382599289732
2020,Iran (Islamic Republic of),472494.49,Iran,94014752.08,0.502574840167573,Iran,7094112.0,5046552215.945,0.14057343898247135
2020,Iraq,8614.58,Iraq,94014752.08,0.009163008793204702,,0.0,,0.0
2020,Ireland,60400.0,Ireland,94014752.08,0.06424523669285838,Ireland,44037501.559,5046552215.945,0.8726255010274117
2020,Israel,14912.74,Israel,94014752.08,0.015862127666209553,Israel,10412000.0,5046552215.945,0.20631907794597712
2020,Italy,236530.0,Italy,94014752.08,0.25158817607552636,Italy,65139266.55,5046552215.945,1.2907677115514051
2020,Jamaica,2075.0,Jamaica,94014752.08,0.0022071004327430654,Jamaica,5453754.17,5046552215.945,0.10806891391648366
2020,Japan,58008.91,Japan,94014752.08,0.06170192306696556,Japan,43156988.379,5046552215.945,0.8551776843335123
2020,Jordan,3050.0,Jordan,94014752.08,0.003244171720417518,Jordan,4647605.202,5046552215.945,0.09209466192216352
2020,Kazakhstan,356170.29,Kazakhstan,94014752.08,0.3788451090068545,Kazakhstan,5401074.911,5046552215.945,0.10702504759457074
2020,Kenya,1283310.86,Kenya,94014752.08,1.3650100985300606,Kenya,1829297.634,5046552215.945,0.03624846342063365
2020,,0.0,Kiribati,,0.0,Kiribati,36505.086,5046552215.945,0.0007233668540010179
2020,Democratic People's Republic of Korea,327016.99,"Korea, Dem. People's Rep.",94014752.08,0.34783582657510104,,0.0,,0.0
2020,Republic of Korea,17756.63,"Korea, Rep.",94014752.08,0.018887067834726986,Rep. of Korea,64520298.0,5046552215.945,1.2785025347829113
2020,,0.0,Kuwait,,0.0,Kuwait,5034041.0,5046552215.945,0.09975208388995818
2020,Kyrgyzstan,199922.82,Kyrgyzstan,94014752.08,0.21265047833118744,Kyrgyzstan,1118969.0,5046552215.945,0.022172940100857866
2020,Lao People's Democratic Republic,8165.93,Laos,94014752.08,0.008685796451445581,Lao People's Dem. Rep.,84236.25,5046552215.945,0.0016691841557459485
2020,Latvia,137200.0,Latvia,94014752.08,0.14593454427583064,Latvia,2951288.5209999997,5046552215.945,0.05848128375002559
2020,Lebanon,12020.03,Lebanon,94014752.08,0.012785259476908254,Lebanon,915539.0,5046552215.945,0.018141871139414324
2020,Lesotho,3698.0,Lesotho,94014752.08,0.0039334252531488464,Lesotho,990438.766,5046552215.945,0.01962604811400993
2020,Liberia,3863.63,Liberia,94014752.08,0.004109599732510405,Liberia,12684.99,5046552215.945,0.000251359531363229
2020,Libya,7390.0,Libya,94014752.08,0.007860468529142772,,0.0,,0.0
2020,Lithuania,390710.0,Lithuania,94014752.08,0.4155837156997798,Lithuania,4346604.0,5046552215.945,0.08613016994586016
2020,Luxembourg,1320.0,Luxembourg,94014752.08,0.0014040349740823356,Luxembourg,9724656.184,5046552215.945,0.192699010490254
2020,,0.0,Macao,,0.0,"China, Macao SAR",194236.883,5046552215.945,0.0038489026703477374
2020,Madagascar,129098.34,Madagascar,94014752.08,0.13731710943634284,Madagascar,552092.628,5046552215.945,0.010939996345537011
2020,Malawi,782413.0,Malawi,94014752.08,0.8322236486186988,Malawi,1088506.6940000001,5046552215.945,0.021569314007309246
2020,Malaysia,52638.0,Malaysia,94014752.08,0.05598908558011059,Malaysia,33448537.782,5046552215.945,0.6627997957955647
2020,Maldives,98.54,Maldives,94014752.08,0.00010481333814096465,Maldives,32366.278,5046552215.945,0.0006413542675281564
2020,Mali,487849.28,Mali,94014752.08,0.5189071600006713,Mali,28210.582,5046552215.945,0.0005590070367421609
2020,Malta,0.0,Malta,94014752.08,0.0,Malta,1616942.914,5046552215.945,0.03204054659121796
2020,Mauritania,52659.3,Mauritania,94014752.08,0.05601174159901055,Mauritania,762717.721,5046552215.945,0.015113639735860263
2020,,0.0,Mauritius,,0.0,Mauritius,696711.3369999999,5046552215.945,0.013805689650821063
2020,Mexico,1341246.1,Mexico,94014752.08,1.4266336615541924,Mexico,83933123.0,5046552215.945,1.6631775400006037
2020,Mongolia,1415.84,Mongolia,94014752.08,0.0015059764225035864,Mongolia,1078405.77,5046552215.945,0.02136915905858831
2020,Montenegro,1675.7,Montenegro,94014752.08,0.0017823798530831588,Montenegro,678101.157,5046552215.945,0.013436919464688848
2020,,0.0,Montserrat,,0.0,Montserrat,27777.669,5046552215.945,0.0005504286453677058
2020,Morocco,219360.8,Morocco,94014752.08,0.2333259357141518,Morocco,3996401.2180000003,5046552215.945,0.07919072362657895
2020,Mozambique,685018.29,Mozambique,94014752.08,0.7286285129136938,Mozambique,420707.629,5046552215.945,0.008336535737621805
2020,Myanmar,3607177.0,Myanmar,94014752.08,3.8368202012919674,Myanmar,193745.25,5046552215.945,0.003839160712294739
2020,Namibia,23182.15,Namibia,94014752.08,0.024657991950320316,Namibia,1871245.6290000002,5046552215.945,0.03707968428598925
2020,Nepal,393524.2,Nepal,94014752.08,0.41857707571800895,Nepal,1562468.06,5046552215.945,0.030961099640726054
2020,,0.0,Netherlands,,0.0,Netherlands,394521039.75600004,5046552215.945,7.817635147209577
2020,New Caledonia,1.96,New Caledonia,94014752.08,2.084779203940438e-06,,0.0,,0.0
2020,New Zealand,26219.42,New Zealand,94014752.08,0.02788862324254081,New Zealand,21807491.546,5046552215.945,0.43212654130670486
2020,Nicaragua,210911.0,Nicaragua,94014752.08,0.2243381972868784,Nicaragua,1299109.8499999999,5046552215.945,0.025742522704815272
2020,Niger,2720567.14,Niger,94014752.08,2.893766222650874,Niger,32788807.813,5046552215.945,0.6497269107689215
2020,Nigeria,4200924.41,Nigeria,94014752.08,4.468367269027425,Nigeria,8101859.182,5046552215.945,0.16054246216657594
2020,North Macedonia,20121.81,North Macedonia,94014752.08,0.021402821955939153,North Macedonia,1249136.59,5046552215.945,0.024752277129982913
2020,Norway,5584.11,Norway,94014752.08,0.005939610408426448,Norway,6530408.135,5046552215.945,0.12940336006762468
2020,,0.0,Oman,,0.0,Oman,2709627.845,5046552215.945,0.05369265449069775
2020,,0.0,"Other Asia, nes",,0.0,"Other Asia, nes",31472419.069000002,5046552215.945,0.6236419979874633
2020,Pakistan,848843.02,Pakistan,94014752.08,0.9028827936255087,Pakistan,3121087.7260000003,5046552215.945,0.06184594139616083
2020,Palestine,7307.39,Palestine,94014752.08,0.007772599340348119,State of Palestine,1105092.91,5046552215.945,0.021897978316926303
2020,Panama,7423.0,Panama,94014752.08,0.007895569403494831,Panama,4352527.0,5046552215.945,0.08624753720466481
2020,Papua New Guinea,3974.58,Papua New Guinea,94014752.08,0.004227613126733461,Papua New Guinea,839169.128,5046552215.945,0.016628563266393552
2020,Paraguay,90391.12,Paraguay,94014752.08,0.09614567714126764,Paraguay,1924975.0,5046552215.945,0.03814435911151146
2020,Peru,260240.71,Peru,94014752.08,0.27680837766668076,Peru,12898107.73,5046552215.945,0.25558256762403764
2020,Philippines,68808.18,Philippines,94014752.08,0.07318870547193383,Philippines,48968593.0,5046552215.945,0.9703375870218814
2020,Poland,657400.0,Poland,94014752.08,0.6992519636073692,Poland,71437564.0,5046552215.945,1.4155716802906964
2020,,0.0,Portugal,,0.0,Portugal,28809301.314999998,5046552215.945,0.570870964615696
2020,Puerto Rico,246.22,Puerto Rico,94014752.08,0.0002618950691807217,,0.0,,0.0
2020,Qatar,0.0,Qatar,94014752.08,0.0,Qatar,5815998.769,5046552215.945,0.11524697496686688
2020,Republic of Moldova,29185.65,Republic of Moldova,94014752.08,0.031043691925247058,Rep. of Moldova,1183271.0,5046552215.945,0.023447116949694036
2020,Romania,121980.0,Romania,94014752.08,0.12974559555951765,Romania,27053997.009999998,5046552215.945,0.5360887166592799
2020,Russian Federation,3446725.1,Russia,94014752.08,3.6661534745813906,Russian Federation,19879380.963,5046552215.945,0.39392004902256733
2020,Rwanda,452688.79,Rwanda,94014752.08,0.4815082526780408,Rwanda,107407.1,5046552215.945,0.0021283263385373954
2020,Saint Kitts and Nevis,235.92,Saint Kitts and Nevis,94014752.08,0.0002509393417314429,,0.0,,0.0
2020,Saint Lucia,50.77,Saint Lucia,94014752.08,5.4002163359212255e-05,Saint Lucia,86337.57,5046552215.945,0.0017108228807622221
2020,Saint Vincent and the Grenadines,1020.74,Saint Vincent and the Grenadines,94014752.08,0.0010857232268521237,Saint Vincent and the Grenadines,46630.3,5046552215.945,0.0009240031214314538
2020,,0.0,Sao Tome and Principe,,0.0,Sao Tome and Principe,5463.648,5046552215.945,0.0001082649651922188
2020,Saudi Arabia,14572.72,Saudi Arabia,94014752.08,0.015500461020840251,Saudi Arabia,39600728.077,5046552215.945,0.7847085769147145
2020,Senegal,253992.25,Senegal,94014752.08,0.27016212283777585,Senegal,6545734.689,5046552215.945,0.12970706353375694
2020,Serbia,54708.39,Serbia,94014752.08,0.05819128252707296,Serbia,61294458.0,5046552215.945,1.2145808737762602
2020,,0.0,Seychelles,,0.0,Seychelles,81161.916,5046552215.945,0.001608264663220212
2020,Sierra Leone,81151.39,Sierra Leone,94014752.08,0.08631771951166325,,0.0,,0.0
2020,,0.0,Singapore,,0.0,Singapore,88525176.85800001,5046552215.945,1.7541714237751744
2020,Slovakia,24830.0,Slovakia,94014752.08,0.026410748792776054,Slovakia,37591350.53,5046552215.945,0.7448917383877851
2020,Slovenia,1790.0,Slovenia,94014752.08,0.0019039565178843793,Slovenia,13929883.5,5046552215.945,0.27602772950584714
2020,Solomon Islands,6712.81,Solomon Islands,94014752.08,0.007140166677552759,,0.0,,0.0
2020,Somalia,27313.74,Somalia,94014752.08,0.029052610782569432,,0.0,,0.0
2020,South Africa,94621.07,South Africa,94014752.08,0.10064491785234307,South Africa,38416174.158,5046552215.945,0.761236038272247
2020,South Sudan,34994.33,South Sudan,94014752.08,0.037222169101953556,,0.0,,0.0
2020,Spain,571680.0,Spain,94014752.08,0.6080747833207497,Spain,183456617.89499998,5046552215.945,3.635286231961568
2020,Sri Lanka,19707.05,Sri Lanka,94014752.08,0.020961657148476736,Sri Lanka,3522026.205,5046552215.945,0.06979074136738081
2020,Sudan,511196.94,Sudan,94014752.08,0.5437411987908101,,0.0,,0.0
2020,Suriname,72.0,Suriname,94014752.08,7.658372585903649e-05,Suriname,20471.798,5046552215.945,0.00040565909405073936
2020,Sweden,130950.0,Sweden,94014752.08,0.13928665140612262,Sweden,45537129.914,5046552215.945,0.9023413999387871
2020,Switzerland,14040.0,Switzerland,94014752.08,0.014933826542512114,Switzerland,20322950.393,5046552215.945,0.4027096029797919
2020,Syrian Arab Republic,235755.19,Syria,94014752.08,0.2507640394556258,,0.0,,0.0
2020,Tajikistan,60209.31,Tajikistan,94014752.08,0.06404240682224645,Tajikistan,50173.0,5046552215.945,0.0009942035245662226
2020,United Republic of Tanzania,1846850.8,Tanzania,94014752.08,1.9644266023575307,United Rep. of Tanzania,131662.68,5046552215.945,0.002608962998222843
2020,Thailand,218472.52,Thailand,94014752.08,0.23238110526962313,Thailand,12502759.588,5046552215.945,0.24774854302500815
2020,Timor-Leste,10686.1,Timor-Leste,94014752.08,0.011366407679197913,Timor-Leste,18410.71,5046552215.945,0.00036481758658574534
2020,Togo,224236.94,Togo,94014752.08,0.2385125047281835,Togo,22933.152,5046552215.945,0.0004544320759733904
2020,,0.0,Tonga,,0.0,Tonga,6267.649,5046552215.945,0.0001241966541076667
2020,Trinidad and Tobago,1296.05,Trinidad and Tobago,94014752.08,0.0013785602486056144,Trinidad and Tobago,1126469.315,5046552215.945,0.02232156265897392
2020,Tunisia,100977.82,Tunisia,94014752.08,0.10740635673226571,Tunisia,47929.07,5046552215.945,0.0009497389098355929
2020,Turkmenistan,25995.0,Turkmenistan,94014752.08,0.02764991602368963,,0.0,,0.0
2020,Türkiye,1296867.0,Türkiye,94014752.08,1.3794292611615426,Türkiye,7984000.0,5046552215.945,0.1582070225048676
2020,Uganda,831024.56,Uganda,94014752.08,0.8839299595162002,Uganda,222376.0,5046552215.945,0.004406493591751307
2020,Ukraine,600000.0,Ukraine,94014752.08,0.6381977154919707,Ukraine,3806778.34,5046552215.945,0.07543324981305392
2020,,0.0,United Arab Emirates,,0.0,United Arab Emirates,29938605.719,5046552215.945,0.5932487060057854
2020,United Kingdom of Great Britain and Northern Ireland,977359.34,United Kingdom,94014752.08,1.039580830004567,United Kingdom,424388272.962,5046552215.945,8.409469570553737
2020,United States of America,2983690.0,United States,94014752.08,3.1736402362270635,USA,1062679152.0,5046552215.945,21.057528120731163
2020,Uruguay,6454.57,Uruguay,94014752.08,0.006865486380805016,Uruguay,2276103.35,5046552215.945,0.045102146031670155
2020,Uzbekistan,75586.61,Uzbekistan,94014752.08,0.08039866970630424,Uzbekistan,521710.98,5046552215.945,0.010337968531299665
2020,Venezuela (Bolivarian Republic of),119524.94,Venezuela,94014752.08,0.1271342394205248,,0.0,,0.0
2020,Viet Nam,296421.35,Vietnam,94014752.08,0.3152923806550764,Viet Nam,32865494.292,5046552215.945,0.6512464923707466
2020,Yemen,147736.88,Yemen,94014752.08,0.15714223218318568,,0.0,,0.0
2020,Zambia,101481.82,Zambia,94014752.08,0.10794244281327897,Zambia,1512152.63,5046552215.945,0.029964073793237064
2020,Zimbabwe,63671.2,Zimbabwe,94014752.08,0.0677246906377206,Zimbabwe,1338450.2,5046552215.945,0.026522071757645857
2021,Afghanistan,96903.0,Afghanistan,90514369.17999999,0.10705813991510603,,0.0,,0.0
2021,Albania,25257.45,Albania,90514369.17999999,0.027904354003475587,Albania,695341.332,5868087645.6119995,0.01184953896385576
2021,Algeria,98516.15,Algeria,90514369.17999999,0.1088403431327985,,0.0,,0.0
2021,,0.0,Andorra,,0.0,Andorra,4148009.088,5868087645.6119995,0.07068757896112494
2021,Angola,341081.0,Angola,90514369.17999999,0.37682525226653746,Angola,903889.059,5868087645.6119995,0.015403468959361987
2021,,0.0,Antigua and Barbuda,,0.0,Antigua and Barbuda,219389.86299999998,5868087645.6119995,0.0037386943796596816
2021,Argentina,1075097.54,Argentina,90514369.17999999,1.1877644950074435,Argentina,24841650.25,5868087645.6119995,0.4233346832945811
2021,Armenia,3448.2,Armenia,90514369.17999999,0.0038095608810384467,Armenia,376833.38999999996,5868087645.6119995,0.006421740995668086
2021,,0.0,Aruba,,0.0,Aruba,1225947.469,5868087645.6119995,0.02089177161347839
2021,Australia,4363155.63,Australia,90514369.17999999,4.820401080543663,Australia,99438655.977,5868087645.6119995,1.6945666455980357
2021,Austria,44880.0,Austria,90514369.17999999,0.04958328761121904,Austria,28636385.381,5868087645.6119995,0.488002005259985
2021,Azerbaijan,17824.2,Azerbaijan,90514369.17999999,0.019692121992867434,Azerbaijan,497165.94,5868087645.6119995,0.008472367320071771
2021,Bahamas,180.09,Bahamas,90514369.17999999,0.00019896288471266571,Bahamas,453067.0,5868087645.6119995,0.007720862866436419
2021,Bahrain,0.0,Bahrain,90514369.17999999,0.0,Bahrain,3750074.802,5868087645.6119995,0.0639062506982868
2021,Bangladesh,701747.0,Bangladesh,90514369.17999999,0.7752879530149315,,0.0,,0.0
2021,Barbados,1671.17,Barbados,90514369.17999999,0.0018463035373716783,Barbados,621245.5,5868087645.6119995,0.010586847666880894
2021,Belarus,385419.58,Belarus,90514369.17999999,0.4258103807071133,Belarus,2163100.0,5868087645.6119995,0.036862094273890214
2021,Belgium,25420.0,Belgium,90514369.17999999,0.02808393874949171,Belgium,90574014.239,5868087645.6119995,1.5435013876578487
2021,Belize,10812.0,Belize,90514369.17999999,0.011945064742702769,Belize,35120.785,5868087645.6119995,0.0005985047790869722
2021,Benin,152028.0,Benin,90514369.17999999,0.16796007239212138,Benin,19547.756,5868087645.6119995,0.0003331197006680242
2021,,0.0,Bermuda,,0.0,Bermuda,622663.27,5868087645.6119995,0.01061100834895694
2021,Bhutan,2481.97,Bhutan,90514369.17999999,0.002742072913378282,,0.0,,0.0
2021,Bolivia (Plurinational State of),121029.44,Bolivia,90514369.17999999,0.13371295750768222,Bolivia (Plurinational State of),8172903.09,5868087645.6119995,0.13927711349218652
2021,Bosnia and Herzegovina,24749.32,Bosnia and Herzegovina,90514369.17999999,0.027342973523665232,Bosnia Herzegovina,1793045.4,5868087645.6119995,0.03055587285477564
2021,Botswana,8090.71,Botswana,90514369.17999999,0.00893859182060976,Botswana,2071053.1300000001,5868087645.6119995,0.03529349346969415
2021,Brazil,2913445.0,Brazil,90514369.17999999,3.2187651821405536,Brazil,65575412.0,5868087645.6119995,1.1174920342070138
2021,,0.0,Brunei Darussalam,,0.0,Brunei Darussalam,1328803.42,5868087645.6119995,0.02264457350076637
2021,Bulgaria,42900.0,Bulgaria,90514369.17999999,0.04739578962837114,Bulgaria,27654440.536000002,5868087645.6119995,0.47126836213292184
2021,Burkina Faso,521669.35,Burkina Faso,90514369.17999999,0.5763387125447346,Burkina Faso,3057032.069,5868087645.6119995,0.0520958829114621
2021,Burundi,504526.53,Burundi,90514369.17999999,0.5573993771051767,Burundi,5203.908,5868087645.6119995,8.868149752145139e-05
2021,Cabo Verde,4648.66,Cabo Verde,90514369.17999999,0.005135825440881673,Cabo Verde,206261.963,5868087645.6119995,0.0035149775439062706
2021,Cambodia,81939.69,Cambodia,90514369.17999999,0.09052672050009199,Cambodia,1123941.32,5868087645.6119995,0.01915345147989488
2021,Cameroon,623760.54,Cameroon,90514369.17999999,0.6891287490051091,Cameroon,24454.73,5868087645.6119995,0.000416741048819995
2021,Canada,4292271.0,Canada,90514369.17999999,4.742087956735623,Canada,322225877.268,5868087645.6119995,5.491156518579813
2021,,0.0,Cayman Isds,,0.0,Cayman Isds,361415.47199999995,5868087645.6119995,0.006158999214509975
2021,Central African Republic,47120.5,Central African Republic,90514369.17999999,0.05205858520241637,Central African Rep.,1352971.144,5868087645.6119995,0.023056423586510607
2021,Chad,194774.49,Chad,90514369.17999999,0.21518626463900414,,0.0,,0.0
